Date,Product,Branch,Price,Quantity,Total_Sales,Profit
2025-10-24,Monitor,Alexandria,665,5,3325,997.5
2025-05-07,Headphones,Cairo,738,4,2952,885.6
2025-02-21,Laptop,Mansoura,271,3,813,243.89999999999998
2025-07-29,Tablet,Alexandria,980,4,3920,1176.0
2025-08-14,Smartphone,Mansoura,1339,5,6695,2008.5
2025-12-27,Smartphone,Mansoura,602,1,602,180.6
2025-01-13,Laptop,Alexandria,694,4,2776,832.8
2025-07-13,Headphones,Cairo,209,5,1045,313.5
2025-05-02,Headphones,Mansoura,375,2,750,225.0
2025-04-15,Tablet,Alexandria,219,1,219,65.7
2025-05-05,Laptop,Alexandria,1016,2,2032,609.6
2025-10-15,Tablet,Mansoura,1149,3,3447,1034.1
2025-08-11,Headphones,Cairo,190,5,950,285.0
2025-02-03,Monitor,Cairo,684,2,1368,410.4
2025-02-15,Tablet,Mansoura,1265,4,5060,1518.0
2025-01-27,Headphones,Alexandria,1344,4,5376,1612.8
2025-09-15,Monitor,Mansoura,727,3,2181,654.3
2025-10-07,Headphones,Alexandria,602,5,3010,903.0
2025-10-04,Tablet,Mansoura,532,5,2660,798.0
2025-03-27,Smartphone,Alexandria,583,2,1166,349.8
2025-05-08,Headphones,Cairo,1099,1,1099,329.7
2025-10-03,Smartphone,Cairo,458,3,1374,412.2
2025-02-19,Laptop,Mansoura,1202,3,3606,1081.8
2025-09-17,Headphones,Cairo,471,2,942,282.59999999999997
2025-09-25,Smartphone,Alexandria,1132,4,4528,1358.3999999999999
2025-04-23,Headphones,Mansoura,1330,1,1330,399.0
2025-05-05,Smartphone,Alexandria,363,2,726,217.79999999999998
2025-02-08,Smartphone,Mansoura,362,1,362,108.6
2025-10-03,Smartphone,Cairo,971,2,1942,582.6
2025-03-13,Headphones,Cairo,340,1,340,102.0
2025-12-28,Tablet,Alexandria,122,2,244,73.2
2025-10-04,Headphones,Cairo,338,2,676,202.79999999999998
2025-09-10,Headphones,Cairo,990,5,4950,1485.0
2025-11-19,Laptop,Mansoura,1304,1,1304,391.2
2025-11-28,Headphones,Cairo,184,5,920,276.0
2025-09-29,Smartphone,Mansoura,1031,1,1031,309.3
2025-07-05,Smartphone,Mansoura,378,4,1512,453.59999999999997
2025-10-08,Smartphone,Alexandria,1490,5,7450,2235.0
2025-12-19,Headphones,Cairo,737,2,1474,442.2
2025-10-17,Monitor,Alexandria,1317,2,2634,790.1999999999999
2025-10-20,Monitor,Cairo,811,1,811,243.29999999999998
2025-06-14,Smartphone,Mansoura,679,4,2716,814.8
2025-06-06,Headphones,Cairo,826,5,4130,1239.0
2025-01-03,Tablet,Cairo,180,4,720,216.0
2025-11-26,Laptop,Cairo,772,5,3860,1158.0
2025-06-08,Laptop,Mansoura,582,3,1746,523.8
2025-01-16,Headphones,Alexandria,444,4,1776,532.8
2025-02-24,Laptop,Mansoura,1004,1,1004,301.2
2025-06-10,Laptop,Mansoura,1241,4,4964,1489.2
2025-09-06,Tablet,Mansoura,167,1,167,50.1
2025-12-25,Laptop,Alexandria,560,4,2240,672.0
2025-03-24,Smartphone,Mansoura,681,1,681,204.29999999999998
2025-06-11,Monitor,Mansoura,1099,3,3297,989.0999999999999
2025-07-01,Tablet,Mansoura,157,1,157,47.1
2025-05-15,Smartphone,Alexandria,1259,4,5036,1510.8
2025-01-13,Laptop,Alexandria,1177,4,4708,1412.3999999999999
2025-12-12,Smartphone,Cairo,1199,3,3597,1079.1
2025-07-13,Tablet,Mansoura,1271,4,5084,1525.2
2025-02-28,Smartphone,Mansoura,770,1,770,231.0
2025-09-01,Tablet,Alexandria,492,1,492,147.6
2025-10-23,Smartphone,Mansoura,248,5,1240,372.0
2025-04-02,Tablet,Mansoura,756,1,756,226.79999999999998
2025-10-24,Monitor,Cairo,224,5,1120,336.0
2025-10-10,Headphones,Alexandria,1185,4,4740,1422.0
2025-06-19,Monitor,Alexandria,860,1,860,258.0
2025-03-01,Smartphone,Alexandria,424,5,2120,636.0
2025-04-22,Monitor,Mansoura,630,3,1890,567.0
2025-08-20,Headphones,Alexandria,1399,4,5596,1678.8
2025-09-03,Tablet,Mansoura,1375,2,2750,825.0
2025-12-19,Laptop,Cairo,887,3,2661,798.3
2025-08-03,Headphones,Alexandria,1439,3,4317,1295.1
2025-12-21,Headphones,Cairo,1120,5,5600,1680.0
2025-01-01,Laptop,Mansoura,1328,4,5312,1593.6
2025-02-28,Laptop,Cairo,675,4,2700,810.0
2025-02-20,Headphones,Cairo,106,2,212,63.599999999999994
2025-08-03,Laptop,Mansoura,499,2,998,299.4
2025-12-07,Headphones,Cairo,449,4,1796,538.8
2025-07-26,Smartphone,Mansoura,313,5,1565,469.5
2025-03-06,Tablet,Alexandria,185,1,185,55.5
2025-09-11,Laptop,Mansoura,841,3,2523,756.9
2025-11-16,Tablet,Alexandria,782,3,2346,703.8
2025-04-23,Tablet,Cairo,918,2,1836,550.8
2025-11-07,Tablet,Alexandria,165,3,495,148.5
2025-06-27,Tablet,Cairo,397,2,794,238.2
2025-11-29,Smartphone,Mansoura,188,5,940,282.0
2025-01-20,Laptop,Cairo,1202,1,1202,360.59999999999997
2025-11-13,Laptop,Mansoura,301,3,903,270.9
2025-03-06,Laptop,Alexandria,371,5,1855,556.5
2025-01-14,Laptop,Mansoura,654,5,3270,981.0
2025-11-02,Headphones,Alexandria,465,2,930,279.0
2025-01-19,Tablet,Alexandria,657,4,2628,788.4
2025-06-28,Laptop,Cairo,424,5,2120,636.0
2025-04-17,Monitor,Mansoura,526,3,1578,473.4
2025-11-09,Laptop,Alexandria,1467,4,5868,1760.3999999999999
2025-07-04,Smartphone,Cairo,182,4,728,218.4
2025-09-04,Smartphone,Cairo,781,1,781,234.29999999999998
2025-01-07,Smartphone,Alexandria,1166,3,3498,1049.3999999999999
2025-01-26,Headphones,Alexandria,985,5,4925,1477.5
2025-10-29,Smartphone,Mansoura,841,1,841,252.29999999999998
2025-03-09,Tablet,Alexandria,953,4,3812,1143.6
2025-07-02,Headphones,Alexandria,329,3,987,296.09999999999997
2025-11-24,Monitor,Mansoura,685,1,685,205.5
2025-05-17,Smartphone,Cairo,269,1,269,80.7
2025-03-16,Headphones,Mansoura,210,4,840,252.0
2025-01-18,Headphones,Alexandria,529,1,529,158.7
2025-07-23,Laptop,Mansoura,629,4,2516,754.8
2025-01-18,Laptop,Mansoura,524,2,1048,314.4
2025-02-13,Monitor,Cairo,364,4,1456,436.8
2025-05-22,Monitor,Alexandria,1354,2,2708,812.4
2025-12-26,Headphones,Mansoura,1059,3,3177,953.0999999999999
2025-07-01,Smartphone,Cairo,516,2,1032,309.59999999999997
2025-09-24,Smartphone,Mansoura,780,1,780,234.0
2025-06-25,Tablet,Mansoura,1404,1,1404,421.2
2025-08-08,Headphones,Alexandria,679,1,679,203.7
2025-09-26,Smartphone,Mansoura,453,5,2265,679.5
2025-11-20,Laptop,Cairo,203,2,406,121.8
2025-04-06,Headphones,Alexandria,1359,4,5436,1630.8
2025-10-06,Headphones,Cairo,1496,3,4488,1346.3999999999999
2025-01-05,Headphones,Alexandria,248,2,496,148.79999999999998
2025-03-09,Laptop,Alexandria,1412,1,1412,423.59999999999997
2025-06-25,Headphones,Cairo,405,1,405,121.5
2025-03-07,Laptop,Alexandria,566,5,2830,849.0
2025-09-29,Smartphone,Mansoura,207,1,207,62.099999999999994
2025-10-29,Smartphone,Mansoura,1071,1,1071,321.3
2025-11-27,Tablet,Cairo,658,3,1974,592.1999999999999
2025-06-20,Tablet,Mansoura,735,1,735,220.5
2025-11-23,Laptop,Cairo,178,5,890,267.0
2025-01-10,Laptop,Cairo,1021,2,2042,612.6
2025-09-13,Laptop,Mansoura,147,3,441,132.29999999999998
2025-07-01,Headphones,Mansoura,777,2,1554,466.2
2025-03-18,Laptop,Cairo,1237,3,3711,1113.3
2025-07-09,Laptop,Mansoura,1133,4,4532,1359.6
2025-01-18,Tablet,Cairo,1116,4,4464,1339.2
2025-11-30,Laptop,Cairo,692,1,692,207.6
2025-10-18,Monitor,Cairo,818,1,818,245.39999999999998
2025-08-05,Monitor,Cairo,1073,3,3219,965.6999999999999
2025-02-25,Laptop,Cairo,321,3,963,288.9
2025-11-19,Tablet,Cairo,660,2,1320,396.0
2025-09-06,Headphones,Mansoura,1332,1,1332,399.59999999999997
2025-06-13,Smartphone,Cairo,211,5,1055,316.5
2025-07-04,Laptop,Mansoura,969,4,3876,1162.8
2025-06-06,Headphones,Alexandria,713,3,2139,641.6999999999999
2025-06-04,Monitor,Alexandria,727,1,727,218.1
2025-05-04,Tablet,Alexandria,1180,5,5900,1770.0
2025-04-16,Smartphone,Alexandria,621,3,1863,558.9
2025-04-10,Smartphone,Mansoura,357,2,714,214.2
2025-03-01,Smartphone,Alexandria,1041,1,1041,312.3
2025-04-13,Monitor,Alexandria,1288,1,1288,386.4
2025-10-10,Monitor,Alexandria,500,4,2000,600.0
2025-02-17,Tablet,Alexandria,124,5,620,186.0
2025-09-19,Tablet,Mansoura,1257,4,5028,1508.3999999999999
2025-12-07,Monitor,Cairo,295,5,1475,442.5
2025-09-30,Headphones,Cairo,736,2,1472,441.59999999999997
2025-03-16,Tablet,Alexandria,303,5,1515,454.5
2025-01-24,Tablet,Alexandria,153,2,306,91.8
2025-02-19,Headphones,Alexandria,1152,4,4608,1382.3999999999999
2025-05-29,Laptop,Alexandria,1255,1,1255,376.5
2025-05-28,Monitor,Alexandria,466,4,1864,559.1999999999999
2025-09-24,Monitor,Mansoura,225,1,225,67.5
2025-03-11,Smartphone,Alexandria,1459,5,7295,2188.5
2025-01-31,Tablet,Alexandria,1002,2,2004,601.1999999999999
2025-03-12,Laptop,Alexandria,802,4,3208,962.4
2025-03-31,Tablet,Cairo,1381,1,1381,414.3
2025-09-24,Monitor,Alexandria,735,3,2205,661.5
2025-02-14,Smartphone,Alexandria,1196,2,2392,717.6
2025-07-25,Tablet,Cairo,944,1,944,283.2
2025-10-05,Smartphone,Alexandria,1282,3,3846,1153.8
2025-01-15,Headphones,Alexandria,1329,3,3987,1196.1
2025-09-03,Tablet,Mansoura,253,3,759,227.7
2025-11-05,Headphones,Mansoura,769,5,3845,1153.5
2025-03-22,Headphones,Cairo,100,3,300,90.0
2025-09-14,Laptop,Cairo,460,4,1840,552.0
2025-02-05,Headphones,Mansoura,859,2,1718,515.4
2025-11-13,Smartphone,Cairo,229,5,1145,343.5
2025-02-12,Monitor,Alexandria,1419,2,2838,851.4
2025-09-27,Smartphone,Cairo,934,4,3736,1120.8
2025-09-23,Tablet,Cairo,708,2,1416,424.8
2025-04-01,Monitor,Alexandria,733,5,3665,1099.5
2025-11-03,Tablet,Mansoura,1049,1,1049,314.7
2025-02-06,Smartphone,Cairo,1180,3,3540,1062.0
2025-12-04,Smartphone,Mansoura,1143,2,2286,685.8
2025-05-01,Headphones,Alexandria,471,4,1884,565.1999999999999
2025-12-31,Monitor,Cairo,324,4,1296,388.8
2025-05-16,Tablet,Mansoura,572,5,2860,858.0
2025-06-04,Smartphone,Cairo,1346,3,4038,1211.3999999999999
2025-11-28,Monitor,Cairo,485,5,2425,727.5
2025-11-27,Monitor,Cairo,1381,4,5524,1657.2
2025-10-16,Smartphone,Mansoura,1020,2,2040,612.0
2025-03-06,Monitor,Cairo,281,5,1405,421.5
2025-01-29,Headphones,Cairo,1395,3,4185,1255.5
2025-06-21,Smartphone,Alexandria,1078,5,5390,1617.0
2025-02-26,Headphones,Alexandria,209,2,418,125.39999999999999
2025-07-12,Laptop,Alexandria,1481,5,7405,2221.5
2025-06-26,Smartphone,Mansoura,387,1,387,116.1
2025-02-08,Headphones,Mansoura,535,3,1605,481.5
2025-09-26,Headphones,Mansoura,1422,2,2844,853.1999999999999
2025-06-17,Monitor,Mansoura,1444,4,5776,1732.8
2025-03-18,Smartphone,Mansoura,935,4,3740,1122.0
2025-06-10,Laptop,Alexandria,833,3,2499,749.6999999999999
2025-04-21,Smartphone,Mansoura,694,1,694,208.2
2025-04-21,Tablet,Mansoura,187,5,935,280.5
2025-03-20,Smartphone,Mansoura,179,3,537,161.1
2025-01-27,Tablet,Mansoura,1248,1,1248,374.4
2025-09-25,Smartphone,Alexandria,261,5,1305,391.5
2025-07-19,Headphones,Alexandria,1220,2,2440,732.0
2025-06-13,Smartphone,Alexandria,237,3,711,213.29999999999998
2025-12-20,Headphones,Alexandria,861,2,1722,516.6
2025-05-11,Headphones,Mansoura,742,3,2226,667.8
2025-08-19,Tablet,Alexandria,1404,3,4212,1263.6
2025-06-24,Laptop,Alexandria,837,1,837,251.1
2025-10-26,Laptop,Alexandria,498,5,2490,747.0
2025-10-13,Laptop,Cairo,208,3,624,187.2
2025-04-05,Monitor,Mansoura,750,2,1500,450.0
2025-08-29,Smartphone,Mansoura,263,1,263,78.89999999999999
2025-03-17,Monitor,Cairo,893,1,893,267.9
2025-01-06,Smartphone,Cairo,1141,1,1141,342.3
2025-07-14,Monitor,Cairo,183,1,183,54.9
2025-07-06,Smartphone,Cairo,273,4,1092,327.59999999999997
2025-10-03,Tablet,Mansoura,1483,2,2966,889.8
2025-04-18,Headphones,Mansoura,1387,2,2774,832.1999999999999
2025-03-04,Headphones,Mansoura,287,3,861,258.3
2025-10-19,Headphones,Cairo,1259,2,2518,755.4
2025-09-07,Laptop,Mansoura,340,4,1360,408.0
2025-08-12,Tablet,Cairo,1454,3,4362,1308.6
2025-10-12,Laptop,Cairo,510,5,2550,765.0
2025-12-11,Laptop,Alexandria,1007,1,1007,302.09999999999997
2025-01-06,Smartphone,Mansoura,704,1,704,211.2
2025-10-26,Laptop,Mansoura,870,4,3480,1044.0
2025-01-02,Tablet,Mansoura,1216,2,2432,729.6
2025-05-25,Smartphone,Alexandria,650,5,3250,975.0
2025-04-17,Tablet,Mansoura,873,5,4365,1309.5
2025-01-17,Laptop,Cairo,693,1,693,207.9
2025-06-19,Smartphone,Cairo,800,4,3200,960.0
2025-10-25,Monitor,Cairo,652,4,2608,782.4
2025-02-27,Monitor,Alexandria,368,3,1104,331.2
2025-10-15,Tablet,Mansoura,1033,3,3099,929.6999999999999
2025-04-12,Monitor,Cairo,1500,5,7500,2250.0
2025-12-10,Monitor,Cairo,1218,5,6090,1827.0
2025-11-10,Smartphone,Cairo,1490,5,7450,2235.0
2025-02-03,Smartphone,Mansoura,989,1,989,296.7
2025-03-17,Tablet,Cairo,1373,5,6865,2059.5
2025-05-05,Headphones,Mansoura,1305,4,5220,1566.0
2025-06-03,Monitor,Alexandria,845,5,4225,1267.5
2025-11-20,Monitor,Cairo,1210,1,1210,363.0
2025-01-21,Headphones,Cairo,845,4,3380,1014.0
2025-05-19,Laptop,Cairo,1254,1,1254,376.2
2025-05-18,Smartphone,Alexandria,948,1,948,284.4
2025-01-03,Laptop,Cairo,147,2,294,88.2
2025-06-20,Headphones,Mansoura,1271,1,1271,381.3
2025-07-21,Headphones,Mansoura,150,2,300,90.0
2025-10-27,Laptop,Mansoura,746,2,1492,447.59999999999997
2025-06-30,Headphones,Cairo,730,5,3650,1095.0
2025-04-11,Headphones,Mansoura,1035,5,5175,1552.5
2025-10-16,Headphones,Cairo,1250,5,6250,1875.0
2025-01-13,Monitor,Cairo,146,1,146,43.8
2025-05-17,Smartphone,Alexandria,166,5,830,249.0
2025-02-07,Headphones,Alexandria,505,1,505,151.5
2025-03-03,Laptop,Alexandria,804,4,3216,964.8
2025-03-12,Laptop,Cairo,851,5,4255,1276.5
2025-04-19,Tablet,Mansoura,115,5,575,172.5
2025-03-27,Smartphone,Alexandria,1182,1,1182,354.59999999999997
2025-04-18,Headphones,Cairo,370,1,370,111.0
2025-08-17,Laptop,Mansoura,540,5,2700,810.0
2025-01-11,Monitor,Mansoura,696,3,2088,626.4
2025-03-12,Headphones,Alexandria,1000,2,2000,600.0
2025-06-08,Headphones,Alexandria,483,4,1932,579.6
2025-10-26,Smartphone,Alexandria,1066,3,3198,959.4
2025-01-01,Headphones,Alexandria,414,1,414,124.19999999999999
2025-06-23,Monitor,Cairo,649,2,1298,389.4
2025-12-01,Smartphone,Alexandria,1491,5,7455,2236.5
2025-07-23,Tablet,Cairo,270,4,1080,324.0
2025-02-27,Laptop,Mansoura,198,3,594,178.2
2025-11-15,Tablet,Alexandria,1205,5,6025,1807.5
2025-04-27,Headphones,Mansoura,421,1,421,126.3
2025-02-09,Tablet,Cairo,1210,4,4840,1452.0
2025-12-26,Smartphone,Mansoura,775,3,2325,697.5
2025-04-10,Monitor,Mansoura,1310,1,1310,393.0
2025-08-02,Headphones,Alexandria,738,5,3690,1107.0
2025-03-25,Monitor,Alexandria,1445,5,7225,2167.5
2025-11-03,Tablet,Cairo,1105,4,4420,1326.0
2025-05-14,Monitor,Mansoura,312,3,936,280.8
2025-04-21,Headphones,Alexandria,989,1,989,296.7
2025-09-19,Laptop,Cairo,1497,3,4491,1347.3
2025-06-01,Monitor,Alexandria,634,4,2536,760.8
2025-06-13,Monitor,Mansoura,1103,1,1103,330.9
2025-02-28,Laptop,Mansoura,942,3,2826,847.8
2025-01-26,Monitor,Alexandria,1245,4,4980,1494.0
2025-09-09,Headphones,Mansoura,1036,1,1036,310.8
2025-11-06,Monitor,Mansoura,1150,4,4600,1380.0
2025-06-01,Smartphone,Mansoura,205,2,410,123.0
2025-08-06,Smartphone,Cairo,365,5,1825,547.5
2025-09-01,Laptop,Alexandria,1270,2,2540,762.0
2025-09-24,Headphones,Cairo,107,1,107,32.1
2025-03-05,Monitor,Cairo,1195,5,5975,1792.5
2025-01-28,Smartphone,Alexandria,268,5,1340,402.0
2025-03-20,Headphones,Alexandria,955,5,4775,1432.5
2025-05-07,Monitor,Cairo,340,3,1020,306.0
2025-05-04,Headphones,Cairo,1495,2,2990,897.0
2025-06-05,Headphones,Alexandria,1286,1,1286,385.8
2025-08-06,Smartphone,Alexandria,393,1,393,117.89999999999999
2025-07-22,Headphones,Mansoura,355,5,1775,532.5
2025-02-14,Smartphone,Cairo,1377,1,1377,413.09999999999997
2025-04-07,Laptop,Alexandria,126,3,378,113.39999999999999
2025-09-01,Monitor,Cairo,892,3,2676,802.8
2025-11-26,Smartphone,Mansoura,708,2,1416,424.8
2025-05-05,Headphones,Alexandria,1229,5,6145,1843.5
2025-01-17,Smartphone,Mansoura,534,4,2136,640.8
2025-04-26,Smartphone,Alexandria,455,1,455,136.5
2025-12-22,Laptop,Alexandria,876,5,4380,1314.0
2025-07-10,Smartphone,Mansoura,910,5,4550,1365.0
2025-09-13,Smartphone,Cairo,706,1,706,211.79999999999998
2025-08-21,Headphones,Cairo,1233,3,3699,1109.7
2025-07-08,Headphones,Mansoura,575,3,1725,517.5
2025-09-14,Monitor,Mansoura,496,1,496,148.79999999999998
2025-10-31,Smartphone,Mansoura,542,5,2710,813.0
2025-08-19,Headphones,Cairo,1218,5,6090,1827.0
2025-03-14,Laptop,Cairo,779,5,3895,1168.5
2025-09-30,Tablet,Alexandria,509,1,509,152.7
2025-05-26,Smartphone,Mansoura,110,3,330,99.0
2025-01-28,Tablet,Alexandria,1169,5,5845,1753.5
2025-10-12,Smartphone,Alexandria,1001,2,2002,600.6
2025-06-19,Tablet,Alexandria,1047,5,5235,1570.5
2025-01-01,Headphones,Mansoura,1444,1,1444,433.2
2025-03-21,Headphones,Cairo,715,2,1430,429.0
2025-01-03,Monitor,Cairo,395,2,790,237.0
2025-04-23,Laptop,Cairo,784,4,3136,940.8
2025-02-14,Headphones,Cairo,1193,4,4772,1431.6
2025-01-15,Monitor,Cairo,543,1,543,162.9
2025-05-22,Headphones,Mansoura,1218,1,1218,365.4
2025-09-04,Monitor,Mansoura,791,1,791,237.29999999999998
2025-04-09,Headphones,Mansoura,791,2,1582,474.59999999999997
2025-10-24,Monitor,Mansoura,1312,3,3936,1180.8
2025-12-03,Smartphone,Cairo,1237,3,3711,1113.3
2025-07-25,Laptop,Alexandria,1105,4,4420,1326.0
2025-11-10,Smartphone,Cairo,775,1,775,232.5
2025-02-17,Monitor,Alexandria,295,3,885,265.5
2025-11-29,Headphones,Alexandria,184,1,184,55.199999999999996
2025-08-16,Monitor,Mansoura,1449,1,1449,434.7
2025-04-18,Monitor,Mansoura,1131,5,5655,1696.5
2025-07-13,Headphones,Mansoura,543,4,2172,651.6
2025-12-10,Headphones,Cairo,564,4,2256,676.8
2025-09-17,Monitor,Mansoura,762,5,3810,1143.0
2025-11-25,Monitor,Alexandria,103,4,412,123.6
2025-04-14,Tablet,Mansoura,961,2,1922,576.6
2025-07-23,Laptop,Alexandria,135,4,540,162.0
2025-07-23,Smartphone,Cairo,1242,4,4968,1490.3999999999999
2025-11-03,Tablet,Mansoura,550,3,1650,495.0
2025-02-17,Smartphone,Mansoura,1367,2,2734,820.1999999999999
2025-12-12,Tablet,Cairo,1093,2,2186,655.8
2025-10-18,Smartphone,Mansoura,887,5,4435,1330.5
2025-08-23,Monitor,Cairo,1396,1,1396,418.8
2025-09-30,Smartphone,Cairo,621,3,1863,558.9
2025-06-23,Headphones,Alexandria,1270,4,5080,1524.0
2025-02-13,Monitor,Mansoura,1291,2,2582,774.6
2025-03-18,Monitor,Alexandria,1375,2,2750,825.0
2025-01-05,Headphones,Mansoura,1086,5,5430,1629.0
2025-08-01,Smartphone,Cairo,723,1,723,216.9
2025-11-06,Tablet,Mansoura,706,1,706,211.79999999999998
2025-11-09,Monitor,Alexandria,447,1,447,134.1
2025-02-06,Tablet,Cairo,1066,4,4264,1279.2
2025-09-26,Smartphone,Alexandria,1375,2,2750,825.0
2025-10-31,Smartphone,Cairo,523,3,1569,470.7
2025-11-01,Smartphone,Mansoura,1258,3,3774,1132.2
2025-07-22,Smartphone,Cairo,582,1,582,174.6
2025-02-01,Laptop,Cairo,717,1,717,215.1
2025-01-13,Monitor,Alexandria,537,2,1074,322.2
2025-03-29,Smartphone,Mansoura,679,1,679,203.7
2025-03-16,Monitor,Mansoura,1081,3,3243,972.9
2025-08-31,Headphones,Mansoura,146,2,292,87.6
2025-12-07,Headphones,Cairo,689,5,3445,1033.5
2025-07-25,Monitor,Alexandria,919,3,2757,827.1
2025-10-04,Laptop,Cairo,922,2,1844,553.1999999999999
2025-09-09,Monitor,Alexandria,1494,2,2988,896.4
2025-12-20,Monitor,Cairo,1268,5,6340,1902.0
2025-08-02,Tablet,Mansoura,1497,3,4491,1347.3
2025-03-13,Tablet,Mansoura,1069,4,4276,1282.8
2025-04-03,Tablet,Alexandria,461,3,1383,414.9
2025-11-08,Monitor,Mansoura,939,2,1878,563.4
2025-03-03,Laptop,Mansoura,1003,1,1003,300.9
2025-10-18,Headphones,Alexandria,1217,3,3651,1095.3
2025-01-03,Monitor,Alexandria,563,4,2252,675.6
2025-05-13,Monitor,Alexandria,1465,3,4395,1318.5
2025-09-01,Tablet,Mansoura,334,2,668,200.4
2025-04-12,Headphones,Alexandria,228,3,684,205.2
2025-05-02,Headphones,Mansoura,1125,4,4500,1350.0
2025-12-04,Monitor,Cairo,384,1,384,115.19999999999999
2025-03-29,Laptop,Mansoura,1404,2,2808,842.4
2025-12-17,Smartphone,Mansoura,1322,3,3966,1189.8
2025-07-19,Laptop,Alexandria,1007,4,4028,1208.3999999999999
2025-03-11,Headphones,Cairo,353,4,1412,423.59999999999997
2025-08-31,Monitor,Cairo,735,3,2205,661.5
2025-12-23,Headphones,Cairo,575,1,575,172.5
2025-09-13,Laptop,Alexandria,164,5,820,246.0
2025-11-11,Monitor,Mansoura,406,2,812,243.6
2025-11-12,Laptop,Cairo,1275,3,3825,1147.5
2025-10-10,Tablet,Alexandria,297,4,1188,356.4
2025-07-12,Smartphone,Cairo,1213,2,2426,727.8
2025-04-02,Headphones,Cairo,1190,1,1190,357.0
2025-12-29,Headphones,Alexandria,751,1,751,225.29999999999998
2025-09-16,Headphones,Mansoura,1091,4,4364,1309.2
2025-11-11,Headphones,Mansoura,956,1,956,286.8
2025-07-03,Laptop,Alexandria,1336,3,4008,1202.3999999999999
2025-09-08,Tablet,Mansoura,240,2,480,144.0
2025-06-02,Tablet,Cairo,557,1,557,167.1
2025-10-09,Monitor,Mansoura,1131,4,4524,1357.2
2025-07-10,Headphones,Mansoura,399,1,399,119.69999999999999
2025-10-31,Laptop,Cairo,610,3,1830,549.0
2025-07-24,Headphones,Cairo,464,1,464,139.2
2025-05-04,Tablet,Alexandria,1480,5,7400,2220.0
2025-03-27,Monitor,Mansoura,214,2,428,128.4
2025-06-24,Tablet,Mansoura,142,1,142,42.6
2025-07-10,Headphones,Alexandria,1261,3,3783,1134.8999999999999
2025-12-11,Smartphone,Cairo,758,5,3790,1137.0
2025-01-22,Monitor,Alexandria,928,4,3712,1113.6
2025-11-09,Headphones,Alexandria,494,1,494,148.2
2025-04-05,Laptop,Alexandria,947,2,1894,568.1999999999999
2025-12-01,Laptop,Mansoura,864,4,3456,1036.8
2025-04-17,Laptop,Mansoura,908,1,908,272.4
2025-06-05,Tablet,Mansoura,1095,3,3285,985.5
2025-07-06,Laptop,Alexandria,1402,3,4206,1261.8
2025-11-06,Monitor,Cairo,1379,1,1379,413.7
2025-11-04,Tablet,Cairo,304,2,608,182.4
2025-09-02,Tablet,Cairo,1122,5,5610,1683.0
2025-04-28,Headphones,Mansoura,1201,1,1201,360.3
2025-02-13,Smartphone,Cairo,781,4,3124,937.1999999999999
2025-10-17,Laptop,Cairo,1083,2,2166,649.8
2025-01-07,Headphones,Alexandria,1274,3,3822,1146.6
2025-03-03,Monitor,Mansoura,696,5,3480,1044.0
2025-05-27,Tablet,Mansoura,379,3,1137,341.09999999999997
2025-07-18,Tablet,Alexandria,362,4,1448,434.4
2025-09-15,Tablet,Cairo,885,4,3540,1062.0
2025-08-30,Headphones,Alexandria,210,4,840,252.0
2025-12-31,Monitor,Mansoura,1149,5,5745,1723.5
2025-08-01,Smartphone,Alexandria,1250,3,3750,1125.0
2025-11-28,Headphones,Mansoura,235,4,940,282.0
2025-05-21,Laptop,Mansoura,825,4,3300,990.0
2025-04-05,Tablet,Mansoura,135,3,405,121.5
2025-02-08,Smartphone,Mansoura,289,2,578,173.4
2025-12-09,Smartphone,Alexandria,1414,1,1414,424.2
2025-09-23,Monitor,Mansoura,695,1,695,208.5
2025-10-24,Smartphone,Alexandria,194,5,970,291.0
2025-06-14,Smartphone,Mansoura,315,4,1260,378.0
2025-10-21,Monitor,Cairo,697,5,3485,1045.5
2025-04-29,Monitor,Mansoura,997,5,4985,1495.5
2025-07-26,Headphones,Mansoura,640,2,1280,384.0
2025-06-05,Laptop,Cairo,1273,3,3819,1145.7
2025-10-01,Tablet,Alexandria,1268,5,6340,1902.0
2025-08-05,Headphones,Alexandria,1087,5,5435,1630.5
2025-02-22,Headphones,Alexandria,594,3,1782,534.6
2025-10-25,Smartphone,Alexandria,1103,4,4412,1323.6
2025-05-08,Monitor,Alexandria,1401,4,5604,1681.2
2025-10-02,Headphones,Cairo,1029,2,2058,617.4
2025-02-12,Smartphone,Cairo,474,2,948,284.4
2025-08-30,Monitor,Mansoura,865,3,2595,778.5
2025-10-20,Smartphone,Cairo,909,4,3636,1090.8
2025-03-21,Monitor,Mansoura,780,5,3900,1170.0
2025-04-27,Tablet,Cairo,1179,2,2358,707.4
2025-12-08,Laptop,Mansoura,1436,4,5744,1723.2
2025-04-18,Tablet,Alexandria,1472,3,4416,1324.8
2025-08-29,Laptop,Mansoura,494,4,1976,592.8
2025-09-29,Monitor,Alexandria,210,3,630,189.0
2025-02-13,Smartphone,Cairo,122,4,488,146.4
2025-11-03,Tablet,Cairo,773,3,2319,695.6999999999999
2025-02-21,Smartphone,Mansoura,916,1,916,274.8
2025-07-16,Tablet,Mansoura,775,3,2325,697.5
2025-05-21,Headphones,Alexandria,396,2,792,237.6
2025-04-05,Laptop,Alexandria,980,3,2940,882.0
